,provider,region,country,city,impact,name,tdp_watts
1486,aws,sa-east-1,Brazil,Sao Paulo,205.0,GTX 1080 Ti,250
1487,aws,sa-east-1,Brazil,Sao Paulo,205.0,GTX 1080,180
1488,aws,sa-east-1,Brazil,Sao Paulo,205.0,GTX 750,250
1489,aws,sa-east-1,Brazil,Sao Paulo,205.0,GTX TITAN X,250
1490,aws,sa-east-1,Brazil,Sao Paulo,205.0,Quadro K6000,225
1491,aws,sa-east-1,Brazil,Sao Paulo,205.0,Quadro P6000,250
1492,aws,sa-east-1,Brazil,Sao Paulo,205.0,RTX 2080 Ti,250
1493,aws,sa-east-1,Brazil,Sao Paulo,205.0,RTX 2080,215
1494,aws,sa-east-1,Brazil,Sao Paulo,205.0,RTX 8000,260
1495,aws,sa-east-1,Brazil,Sao Paulo,205.0,T4,70
1496,aws,sa-east-1,Brazil,Sao Paulo,205.0,Tesla K40c,245
1497,aws,sa-east-1,Brazil,Sao Paulo,205.0,Tesla K80,300
1498,aws,sa-east-1,Brazil,Sao Paulo,205.0,Tesla M40 24GB,250
1499,aws,sa-east-1,Brazil,Sao Paulo,205.0,Tesla P100,250
1500,aws,sa-east-1,Brazil,Sao Paulo,205.0,Tesla P40,250
1501,aws,sa-east-1,Brazil,Sao Paulo,205.0,Tesla V100-PCIE-16GB,300
1502,aws,sa-east-1,Brazil,Sao Paulo,205.0,Tesla V100-SXM2-16GB,250
1503,aws,sa-east-1,Brazil,Sao Paulo,205.0,Tesla V100-SXM2-32GB,300
1504,aws,sa-east-1,Brazil,Sao Paulo,205.0,Titan RTX,280
1505,aws,sa-east-1,Brazil,Sao Paulo,205.0,Titan V,250
1506,aws,sa-east-1,Brazil,Sao Paulo,205.0,TITAN X Pascal,250
1507,aws,sa-east-1,Brazil,Sao Paulo,205.0,Titan Xp,250
1508,aws,sa-east-1,Brazil,Sao Paulo,205.0,TPUv2 Chip,221
1509,aws,sa-east-1,Brazil,Sao Paulo,205.0,TPUv3 Chip,283
1510,aws,sa-east-1,Brazil,Sao Paulo,205.0,RTX 3080,320
1511,aws,sa-east-1,Brazil,Sao Paulo,205.0,RTX 3080 TI,350
1512,aws,sa-east-1,Brazil,Sao Paulo,205.0,RTX 3090,350
1513,aws,sa-east-1,Brazil,Sao Paulo,205.0,RTX A6000,300
1514,aws,sa-east-1,Brazil,Sao Paulo,205.0,Intel Xeon E5-2699,145
1515,aws,sa-east-1,Brazil,Sao Paulo,205.0,Intel Xeon E5-2630v4,85
1516,aws,sa-east-1,Brazil,Sao Paulo,205.0,Intel Xeon E5-2650,105
1517,aws,sa-east-1,Brazil,Sao Paulo,205.0,Intel Xeon Gold 5220,125
1518,aws,sa-east-1,Brazil,Sao Paulo,205.0,Intel Xeon Gold 6148,150
1519,aws,sa-east-1,Brazil,Sao Paulo,205.0,AMD EPYC 7763,280
1520,aws,us-gov-east-1,USA,Dublin,568.2,A100 PCIe 40/80GB,250
1521,aws,us-gov-east-1,USA,Dublin,568.2,A100 SXM4 80 GB,400
1522,aws,us-gov-east-1,USA,Dublin,568.2,AGX Xavier,30
1523,aws,us-gov-east-1,USA,Dublin,568.2,AMD RX480,150
1524,aws,us-gov-east-1,USA,Dublin,568.2,GTX 1080 Ti,250
1525,aws,us-gov-east-1,USA,Dublin,568.2,GTX 1080,180
1526,aws,us-gov-east-1,USA,Dublin,568.2,GTX 750,250
1527,aws,us-gov-east-1,USA,Dublin,568.2,GTX TITAN X,250
1528,aws,us-gov-east-1,USA,Dublin,568.2,Quadro K6000,225
1529,aws,us-gov-east-1,USA,Dublin,568.2,Quadro P6000,250
1530,aws,us-gov-east-1,USA,Dublin,568.2,RTX 2080 Ti,250
1531,aws,us-gov-east-1,USA,Dublin,568.2,RTX 2080,215
1532,aws,us-gov-east-1,USA,Dublin,568.2,RTX 8000,260
1533,aws,us-gov-east-1,USA,Dublin,568.2,T4,70
1534,aws,us-gov-east-1,USA,Dublin,568.2,Tesla K40c,245
1535,aws,us-gov-east-1,USA,Dublin,568.2,Tesla K80,300
1536,aws,us-gov-east-1,USA,Dublin,568.2,Tesla M40 24GB,250
1537,aws,us-gov-east-1,USA,Dublin,568.2,Tesla P100,250
1538,aws,us-gov-east-1,USA,Dublin,568.2,Tesla P40,250
1539,aws,us-gov-east-1,USA,Dublin,568.2,Tesla V100-PCIE-16GB,300
1540,aws,us-gov-east-1,USA,Dublin,568.2,Tesla V100-SXM2-16GB,250
1541,aws,us-gov-east-1,USA,Dublin,568.2,Tesla V100-SXM2-32GB,300
1542,aws,us-gov-east-1,USA,Dublin,568.2,Titan RTX,280
1543,aws,us-gov-east-1,USA,Dublin,568.2,Titan V,250
1544,aws,us-gov-east-1,USA,Dublin,568.2,TITAN X Pascal,250
1545,aws,us-gov-east-1,USA,Dublin,568.2,Titan Xp,250
1546,aws,us-gov-east-1,USA,Dublin,568.2,TPUv2 Chip,221
1547,aws,us-gov-east-1,USA,Dublin,568.2,TPUv3 Chip,283
1548,aws,us-gov-east-1,USA,Dublin,568.2,RTX 3080,320
1549,aws,us-gov-east-1,USA,Dublin,568.2,RTX 3080 TI,350
1550,aws,us-gov-east-1,USA,Dublin,568.2,RTX 3090,350
1551,aws,us-gov-east-1,USA,Dublin,568.2,RTX A6000,300
1552,aws,us-gov-east-1,USA,Dublin,568.2,Intel Xeon E5-2699,145
1553,aws,us-gov-east-1,USA,Dublin,568.2,Intel Xeon E5-2630v4,85
1554,aws,us-gov-east-1,USA,Dublin,568.2,Intel Xeon E5-2650,105
1555,aws,us-gov-east-1,USA,Dublin,568.2,Intel Xeon Gold 5220,125
1556,aws,us-gov-east-1,USA,Dublin,568.2,Intel Xeon Gold 6148,150
1557,aws,us-gov-east-1,USA,Dublin,568.2,AMD EPYC 7763,280
1558,aws,us-gov-west-1,USA,Seattle,297.6,A100 PCIe 40/80GB,250
1559,aws,us-gov-west-1,USA,Seattle,297.6,A100 SXM4 80 GB,400
1560,aws,us-gov-west-1,USA,Seattle,297.6,AGX Xavier,30
1561,aws,us-gov-west-1,USA,Seattle,297.6,AMD RX480,150
1562,aws,us-gov-west-1,USA,Seattle,297.6,GTX 1080 Ti,250
1563,aws,us-gov-west-1,USA,Seattle,297.6,GTX 1080,180
1564,aws,us-gov-west-1,USA,Seattle,297.6,GTX 750,250
1565,aws,us-gov-west-1,USA,Seattle,297.6,GTX TITAN X,250
1566,aws,us-gov-west-1,USA,Seattle,297.6,Quadro K6000,225
1567,aws,us-gov-west-1,USA,Seattle,297.6,Quadro P6000,250
1568,aws,us-gov-west-1,USA,Seattle,297.6,RTX 2080 Ti,250
1569,aws,us-gov-west-1,USA,Seattle,297.6,RTX 2080,215
1570,aws,us-gov-west-1,USA,Seattle,297.6,RTX 8000,260
1571,aws,us-gov-west-1,USA,Seattle,297.6,T4,70
1572,aws,us-gov-west-1,USA,Seattle,297.6,Tesla K40c,245
1573,aws,us-gov-west-1,USA,Seattle,297.6,Tesla K80,300
1574,aws,us-gov-west-1,USA,Seattle,297.6,Tesla M40 24GB,250
1575,aws,us-gov-west-1,USA,Seattle,297.6,Tesla P100,250
1576,aws,us-gov-west-1,USA,Seattle,297.6,Tesla P40,250
1577,aws,us-gov-west-1,USA,Seattle,297.6,Tesla V100-PCIE-16GB,300
1578,aws,us-gov-west-1,USA,Seattle,297.6,Tesla V100-SXM2-16GB,250
1579,aws,us-gov-west-1,USA,Seattle,297.6,Tesla V100-SXM2-32GB,300
1580,aws,us-gov-west-1,USA,Seattle,297.6,Titan RTX,280
1581,aws,us-gov-west-1,USA,Seattle,297.6,Titan V,250
1582,aws,us-gov-west-1,USA,Seattle,297.6,TITAN X Pascal,250
1583,aws,us-gov-west-1,USA,Seattle,297.6,Titan Xp,250
1584,aws,us-gov-west-1,USA,Seattle,297.6,TPUv2 Chip,221
1585,aws,us-gov-west-1,USA,Seattle,297.6,TPUv3 Chip,283
1586,aws,us-gov-west-1,USA,Seattle,297.6,RTX 3080,320
1587,aws,us-gov-west-1,USA,Seattle,297.6,RTX 3080 TI,350
1588,aws,us-gov-west-1,USA,Seattle,297.6,RTX 3090,350
1589,aws,us-gov-west-1,USA,Seattle,297.6,RTX A6000,300
1590,aws,us-gov-west-1,USA,Seattle,297.6,Intel Xeon E5-2699,145
1591,aws,us-gov-west-1,USA,Seattle,297.6,Intel Xeon E5-2630v4,85
1592,aws,us-gov-west-1,USA,Seattle,297.6,Intel Xeon E5-2650,105
1593,aws,us-gov-west-1,USA,Seattle,297.6,Intel Xeon Gold 5220,125
1594,aws,us-gov-west-1,USA,Seattle,297.6,Intel Xeon Gold 6148,150
1595,aws,us-gov-west-1,USA,Seattle,297.6,AMD EPYC 7763,280
1596,azure,eastasia,Hong Kong,Wan Chai,702.0,A100 PCIe 40/80GB,250
1597,azure,eastasia,Hong Kong,Wan Chai,702.0,A100 SXM4 80 GB,400
1598,azure,eastasia,Hong Kong,Wan Chai,702.0,AGX Xavier,30
1599,azure,eastasia,Hong Kong,Wan Chai,702.0,AMD RX480,150
1600,azure,eastasia,Hong Kong,Wan Chai,702.0,GTX 1080 Ti,250
1601,azure,eastasia,Hong Kong,Wan Chai,702.0,GTX 1080,180
1602,azure,eastasia,Hong Kong,Wan Chai,702.0,GTX 750,250
1603,azure,eastasia,Hong Kong,Wan Chai,702.0,GTX TITAN X,250
1604,azure,eastasia,Hong Kong,Wan Chai,702.0,Quadro K6000,225
1605,azure,eastasia,Hong Kong,Wan Chai,702.0,Quadro P6000,250
1606,azure,eastasia,Hong Kong,Wan Chai,702.0,RTX 2080 Ti,250
1607,azure,eastasia,Hong Kong,Wan Chai,702.0,RTX 2080,215
1608,azure,eastasia,Hong Kong,Wan Chai,702.0,RTX 8000,260
1609,azure,eastasia,Hong Kong,Wan Chai,702.0,T4,70
1610,azure,eastasia,Hong Kong,Wan Chai,702.0,Tesla K40c,245
1611,azure,eastasia,Hong Kong,Wan Chai,702.0,Tesla K80,300
1612,azure,eastasia,Hong Kong,Wan Chai,702.0,Tesla M40 24GB,250
1613,azure,eastasia,Hong Kong,Wan Chai,702.0,Tesla P100,250
1614,azure,eastasia,Hong Kong,Wan Chai,702.0,Tesla P40,250
1615,azure,eastasia,Hong Kong,Wan Chai,702.0,Tesla V100-PCIE-16GB,300
1616,azure,eastasia,Hong Kong,Wan Chai,702.0,Tesla V100-SXM2-16GB,250
1617,azure,eastasia,Hong Kong,Wan Chai,702.0,Tesla V100-SXM2-32GB,300
1618,azure,eastasia,Hong Kong,Wan Chai,702.0,Titan RTX,280
1619,azure,eastasia,Hong Kong,Wan Chai,702.0,Titan V,250
1620,azure,eastasia,Hong Kong,Wan Chai,702.0,TITAN X Pascal,250
1621,azure,eastasia,Hong Kong,Wan Chai,702.0,Titan Xp,250
1622,azure,eastasia,Hong Kong,Wan Chai,702.0,TPUv2 Chip,221
1623,azure,eastasia,Hong Kong,Wan Chai,702.0,TPUv3 Chip,283
1624,azure,eastasia,Hong Kong,Wan Chai,702.0,RTX 3080,320
1625,azure,eastasia,Hong Kong,Wan Chai,702.0,RTX 3080 TI,350
1626,azure,eastasia,Hong Kong,Wan Chai,702.0,RTX 3090,350
1627,azure,eastasia,Hong Kong,Wan Chai,702.0,RTX A6000,300
1628,azure,eastasia,Hong Kong,Wan Chai,702.0,Intel Xeon E5-2699,145
1629,azure,eastasia,Hong Kong,Wan Chai,702.0,Intel Xeon E5-2630v4,85
1630,azure,eastasia,Hong Kong,Wan Chai,702.0,Intel Xeon E5-2650,105
1631,azure,eastasia,Hong Kong,Wan Chai,702.0,Intel Xeon Gold 5220,125
1632,azure,eastasia,Hong Kong,Wan Chai,702.0,Intel Xeon Gold 6148,150
1633,azure,eastasia,Hong Kong,Wan Chai,702.0,AMD EPYC 7763,280
1634,azure,southeastasia,Singapore,Singapore,419.0,A100 PCIe 40/80GB,250
1635,azure,southeastasia,Singapore,Singapore,419.0,A100 SXM4 80 GB,400
1636,azure,southeastasia,Singapore,Singapore,419.0,AGX Xavier,30
1637,azure,southeastasia,Singapore,Singapore,419.0,AMD RX480,150
1638,azure,southeastasia,Singapore,Singapore,419.0,GTX 1080 Ti,250
1639,azure,southeastasia,Singapore,Singapore,419.0,GTX 1080,180
1640,azure,southeastasia,Singapore,Singapore,419.0,GTX 750,250
1641,azure,southeastasia,Singapore,Singapore,419.0,GTX TITAN X,250
1642,azure,southeastasia,Singapore,Singapore,419.0,Quadro K6000,225
1643,azure,southeastasia,Singapore,Singapore,419.0,Quadro P6000,250
1644,azure,southeastasia,Singapore,Singapore,419.0,RTX 2080 Ti,250
1645,azure,southeastasia,Singapore,Singapore,419.0,RTX 2080,215
1646,azure,southeastasia,Singapore,Singapore,419.0,RTX 8000,260
1647,azure,southeastasia,Singapore,Singapore,419.0,T4,70
1648,azure,southeastasia,Singapore,Singapore,419.0,Tesla K40c,245
1649,azure,southeastasia,Singapore,Singapore,419.0,Tesla K80,300
1650,azure,southeastasia,Singapore,Singapore,419.0,Tesla M40 24GB,250
1651,azure,southeastasia,Singapore,Singapore,419.0,Tesla P100,250
1652,azure,southeastasia,Singapore,Singapore,419.0,Tesla P40,250
1653,azure,southeastasia,Singapore,Singapore,419.0,Tesla V100-PCIE-16GB,300
1654,azure,southeastasia,Singapore,Singapore,419.0,Tesla V100-SXM2-16GB,250
1655,azure,southeastasia,Singapore,Singapore,419.0,Tesla V100-SXM2-32GB,300
1656,azure,southeastasia,Singapore,Singapore,419.0,Titan RTX,280
1657,azure,southeastasia,Singapore,Singapore,419.0,Titan V,250
1658,azure,southeastasia,Singapore,Singapore,419.0,TITAN X Pascal,250
1659,azure,southeastasia,Singapore,Singapore,419.0,Titan Xp,250
1660,azure,southeastasia,Singapore,Singapore,419.0,TPUv2 Chip,221
1661,azure,southeastasia,Singapore,Singapore,419.0,TPUv3 Chip,283
1662,azure,southeastasia,Singapore,Singapore,419.0,RTX 3080,320
1663,azure,southeastasia,Singapore,Singapore,419.0,RTX 3080 TI,350
1664,azure,southeastasia,Singapore,Singapore,419.0,RTX 3090,350
1665,azure,southeastasia,Singapore,Singapore,419.0,RTX A6000,300
1666,azure,southeastasia,Singapore,Singapore,419.0,Intel Xeon E5-2699,145
1667,azure,southeastasia,Singapore,Singapore,419.0,Intel Xeon E5-2630v4,85
1668,azure,southeastasia,Singapore,Singapore,419.0,Intel Xeon E5-2650,105
1669,azure,southeastasia,Singapore,Singapore,419.0,Intel Xeon Gold 5220,125
1670,azure,southeastasia,Singapore,Singapore,419.0,Intel Xeon Gold 6148,150
1671,azure,southeastasia,Singapore,Singapore,419.0,AMD EPYC 7763,280
1672,azure,centralus,USA,Des Moines,736.6,A100 PCIe 40/80GB,250
1673,azure,centralus,USA,Des Moines,736.6,A100 SXM4 80 GB,400
1674,azure,centralus,USA,Des Moines,736.6,AGX Xavier,30
1675,azure,centralus,USA,Des Moines,736.6,AMD RX480,150
1676,azure,centralus,USA,Des Moines,736.6,GTX 1080 Ti,250
1677,azure,centralus,USA,Des Moines,736.6,GTX 1080,180
1678,azure,centralus,USA,Des Moines,736.6,GTX 750,250
1679,azure,centralus,USA,Des Moines,736.6,GTX TITAN X,250
1680,azure,centralus,USA,Des Moines,736.6,Quadro K6000,225
1681,azure,centralus,USA,Des Moines,736.6,Quadro P6000,250
1682,azure,centralus,USA,Des Moines,736.6,RTX 2080 Ti,250
1683,azure,centralus,USA,Des Moines,736.6,RTX 2080,215
1684,azure,centralus,USA,Des Moines,736.6,RTX 8000,260
1685,azure,centralus,USA,Des Moines,736.6,T4,70
1686,azure,centralus,USA,Des Moines,736.6,Tesla K40c,245
1687,azure,centralus,USA,Des Moines,736.6,Tesla K80,300
1688,azure,centralus,USA,Des Moines,736.6,Tesla M40 24GB,250
1689,azure,centralus,USA,Des Moines,736.6,Tesla P100,250
1690,azure,centralus,USA,Des Moines,736.6,Tesla P40,250
1691,azure,centralus,USA,Des Moines,736.6,Tesla V100-PCIE-16GB,300
1692,azure,centralus,USA,Des Moines,736.6,Tesla V100-SXM2-16GB,250
1693,azure,centralus,USA,Des Moines,736.6,Tesla V100-SXM2-32GB,300
1694,azure,centralus,USA,Des Moines,736.6,Titan RTX,280
1695,azure,centralus,USA,Des Moines,736.6,Titan V,250
1696,azure,centralus,USA,Des Moines,736.6,TITAN X Pascal,250
1697,azure,centralus,USA,Des Moines,736.6,Titan Xp,250
1698,azure,centralus,USA,Des Moines,736.6,TPUv2 Chip,221
1699,azure,centralus,USA,Des Moines,736.6,TPUv3 Chip,283
1700,azure,centralus,USA,Des Moines,736.6,RTX 3080,320
1701,azure,centralus,USA,Des Moines,736.6,RTX 3080 TI,350
1702,azure,centralus,USA,Des Moines,736.6,RTX 3090,350
1703,azure,centralus,USA,Des Moines,736.6,RTX A6000,300
1704,azure,centralus,USA,Des Moines,736.6,Intel Xeon E5-2699,145
1705,azure,centralus,USA,Des Moines,736.6,Intel Xeon E5-2630v4,85
1706,azure,centralus,USA,Des Moines,736.6,Intel Xeon E5-2650,105
1707,azure,centralus,USA,Des Moines,736.6,Intel Xeon Gold 5220,125
1708,azure,centralus,USA,Des Moines,736.6,Intel Xeon Gold 6148,150
1709,azure,centralus,USA,Des Moines,736.6,AMD EPYC 7763,280
1710,azure,eastus,USA,Blue Ridge,367.8,A100 PCIe 40/80GB,250
1711,azure,eastus,USA,Blue Ridge,367.8,A100 SXM4 80 GB,400
1712,azure,eastus,USA,Blue Ridge,367.8,AGX Xavier,30
1713,azure,eastus,USA,Blue Ridge,367.8,AMD RX480,150
1714,azure,eastus,USA,Blue Ridge,367.8,GTX 1080 Ti,250
1715,azure,eastus,USA,Blue Ridge,367.8,GTX 1080,180
1716,azure,eastus,USA,Blue Ridge,367.8,GTX 750,250
1717,azure,eastus,USA,Blue Ridge,367.8,GTX TITAN X,250
1718,azure,eastus,USA,Blue Ridge,367.8,Quadro K6000,225
1719,azure,eastus,USA,Blue Ridge,367.8,Quadro P6000,250
1720,azure,eastus,USA,Blue Ridge,367.8,RTX 2080 Ti,250
1721,azure,eastus,USA,Blue Ridge,367.8,RTX 2080,215
1722,azure,eastus,USA,Blue Ridge,367.8,RTX 8000,260
1723,azure,eastus,USA,Blue Ridge,367.8,T4,70
1724,azure,eastus,USA,Blue Ridge,367.8,Tesla K40c,245
1725,azure,eastus,USA,Blue Ridge,367.8,Tesla K80,300
1726,azure,eastus,USA,Blue Ridge,367.8,Tesla M40 24GB,250
1727,azure,eastus,USA,Blue Ridge,367.8,Tesla P100,250
1728,azure,eastus,USA,Blue Ridge,367.8,Tesla P40,250
1729,azure,eastus,USA,Blue Ridge,367.8,Tesla V100-PCIE-16GB,300
1730,azure,eastus,USA,Blue Ridge,367.8,Tesla V100-SXM2-16GB,250
1731,azure,eastus,USA,Blue Ridge,367.8,Tesla V100-SXM2-32GB,300
1732,azure,eastus,USA,Blue Ridge,367.8,Titan RTX,280
1733,azure,eastus,USA,Blue Ridge,367.8,Titan V,250
1734,azure,eastus,USA,Blue Ridge,367.8,TITAN X Pascal,250
1735,azure,eastus,USA,Blue Ridge,367.8,Titan Xp,250
1736,azure,eastus,USA,Blue Ridge,367.8,TPUv2 Chip,221
1737,azure,eastus,USA,Blue Ridge,367.8,TPUv3 Chip,283
1738,azure,eastus,USA,Blue Ridge,367.8,RTX 3080,320
1739,azure,eastus,USA,Blue Ridge,367.8,RTX 3080 TI,350
1740,azure,eastus,USA,Blue Ridge,367.8,RTX 3090,350
1741,azure,eastus,USA,Blue Ridge,367.8,RTX A6000,300
1742,azure,eastus,USA,Blue Ridge,367.8,Intel Xeon E5-2699,145
1743,azure,eastus,USA,Blue Ridge,367.8,Intel Xeon E5-2630v4,85
1744,azure,eastus,USA,Blue Ridge,367.8,Intel Xeon E5-2650,105
1745,azure,eastus,USA,Blue Ridge,367.8,Intel Xeon Gold 5220,125
1746,azure,eastus,USA,Blue Ridge,367.8,Intel Xeon Gold 6148,150
1747,azure,eastus,USA,Blue Ridge,367.8,AMD EPYC 7763,280
1748,azure,eastus2,USA,Boydton,367.8,A100 PCIe 40/80GB,250
1749,azure,eastus2,USA,Boydton,367.8,A100 SXM4 80 GB,400
1750,azure,eastus2,USA,Boydton,367.8,AGX Xavier,30
1751,azure,eastus2,USA,Boydton,367.8,AMD RX480,150
1752,azure,eastus2,USA,Boydton,367.8,GTX 1080 Ti,250
1753,azure,eastus2,USA,Boydton,367.8,GTX 1080,180
1754,azure,eastus2,USA,Boydton,367.8,GTX 750,250
1755,azure,eastus2,USA,Boydton,367.8,GTX TITAN X,250
1756,azure,eastus2,USA,Boydton,367.8,Quadro K6000,225
1757,azure,eastus2,USA,Boydton,367.8,Quadro P6000,250
1758,azure,eastus2,USA,Boydton,367.8,RTX 2080 Ti,250
1759,azure,eastus2,USA,Boydton,367.8,RTX 2080,215
1760,azure,eastus2,USA,Boydton,367.8,RTX 8000,260
1761,azure,eastus2,USA,Boydton,367.8,T4,70
1762,azure,eastus2,USA,Boydton,367.8,Tesla K40c,245
1763,azure,eastus2,USA,Boydton,367.8,Tesla K80,300
1764,azure,eastus2,USA,Boydton,367.8,Tesla M40 24GB,250
1765,azure,eastus2,USA,Boydton,367.8,Tesla P100,250
1766,azure,eastus2,USA,Boydton,367.8,Tesla P40,250
1767,azure,eastus2,USA,Boydton,367.8,Tesla V100-PCIE-16GB,300
1768,azure,eastus2,USA,Boydton,367.8,Tesla V100-SXM2-16GB,250
1769,azure,eastus2,USA,Boydton,367.8,Tesla V100-SXM2-32GB,300
1770,azure,eastus2,USA,Boydton,367.8,Titan RTX,280
1771,azure,eastus2,USA,Boydton,367.8,Titan V,250
1772,azure,eastus2,USA,Boydton,367.8,TITAN X Pascal,250
1773,azure,eastus2,USA,Boydton,367.8,Titan Xp,250
1774,azure,eastus2,USA,Boydton,367.8,TPUv2 Chip,221
1775,azure,eastus2,USA,Boydton,367.8,TPUv3 Chip,283
1776,azure,eastus2,USA,Boydton,367.8,RTX 3080,320
1777,azure,eastus2,USA,Boydton,367.8,RTX 3080 TI,350
1778,azure,eastus2,USA,Boydton,367.8,RTX 3090,350
1779,azure,eastus2,USA,Boydton,367.8,RTX A6000,300
1780,azure,eastus2,USA,Boydton,367.8,Intel Xeon E5-2699,145
1781,azure,eastus2,USA,Boydton,367.8,Intel Xeon E5-2630v4,85
1782,azure,eastus2,USA,Boydton,367.8,Intel Xeon E5-2650,105
1783,azure,eastus2,USA,Boydton,367.8,Intel Xeon Gold 5220,125
1784,azure,eastus2,USA,Boydton,367.8,Intel Xeon Gold 6148,150
1785,azure,eastus2,USA,Boydton,367.8,AMD EPYC 7763,280
1786,azure,westus,USA,San Francisco,240.6,A100 PCIe 40/80GB,250
1787,azure,westus,USA,San Francisco,240.6,A100 SXM4 80 GB,400
1788,azure,westus,USA,San Francisco,240.6,AGX Xavier,30
1789,azure,westus,USA,San Francisco,240.6,AMD RX480,150
1790,azure,westus,USA,San Francisco,240.6,GTX 1080 Ti,250
1791,azure,westus,USA,San Francisco,240.6,GTX 1080,180
1792,azure,westus,USA,San Francisco,240.6,GTX 750,250
1793,azure,westus,USA,San Francisco,240.6,GTX TITAN X,250
1794,azure,westus,USA,San Francisco,240.6,Quadro K6000,225
1795,azure,westus,USA,San Francisco,240.6,Quadro P6000,250
1796,azure,westus,USA,San Francisco,240.6,RTX 2080 Ti,250
1797,azure,westus,USA,San Francisco,240.6,RTX 2080,215
1798,azure,westus,USA,San Francisco,240.6,RTX 8000,260
1799,azure,westus,USA,San Francisco,240.6,T4,70
1800,azure,westus,USA,San Francisco,240.6,Tesla K40c,245
1801,azure,westus,USA,San Francisco,240.6,Tesla K80,300
1802,azure,westus,USA,San Francisco,240.6,Tesla M40 24GB,250
1803,azure,westus,USA,San Francisco,240.6,Tesla P100,250
1804,azure,westus,USA,San Francisco,240.6,Tesla P40,250
1805,azure,westus,USA,San Francisco,240.6,Tesla V100-PCIE-16GB,300
1806,azure,westus,USA,San Francisco,240.6,Tesla V100-SXM2-16GB,250
1807,azure,westus,USA,San Francisco,240.6,Tesla V100-SXM2-32GB,300
1808,azure,westus,USA,San Francisco,240.6,Titan RTX,280
1809,azure,westus,USA,San Francisco,240.6,Titan V,250
1810,azure,westus,USA,San Francisco,240.6,TITAN X Pascal,250
1811,azure,westus,USA,San Francisco,240.6,Titan Xp,250
1812,azure,westus,USA,San Francisco,240.6,TPUv2 Chip,221
1813,azure,westus,USA,San Francisco,240.6,TPUv3 Chip,283
1814,azure,westus,USA,San Francisco,240.6,RTX 3080,320
1815,azure,westus,USA,San Francisco,240.6,RTX 3080 TI,350
1816,azure,westus,USA,San Francisco,240.6,RTX 3090,350
1817,azure,westus,USA,San Francisco,240.6,RTX A6000,300
1818,azure,westus,USA,San Francisco,240.6,Intel Xeon E5-2699,145
1819,azure,westus,USA,San Francisco,240.6,Intel Xeon E5-2630v4,85
1820,azure,westus,USA,San Francisco,240.6,Intel Xeon E5-2650,105
1821,azure,westus,USA,San Francisco,240.6,Intel Xeon Gold 5220,125
1822,azure,westus,USA,San Francisco,240.6,Intel Xeon Gold 6148,150
1823,azure,westus,USA,San Francisco,240.6,AMD EPYC 7763,280
1824,azure,northcentralus,USA,Chicago,568.2,A100 PCIe 40/80GB,250
1825,azure,northcentralus,USA,Chicago,568.2,A100 SXM4 80 GB,400
1826,azure,northcentralus,USA,Chicago,568.2,AGX Xavier,30
1827,azure,northcentralus,USA,Chicago,568.2,AMD RX480,150
1828,azure,northcentralus,USA,Chicago,568.2,GTX 1080 Ti,250
1829,azure,northcentralus,USA,Chicago,568.2,GTX 1080,180
1830,azure,northcentralus,USA,Chicago,568.2,GTX 750,250
1831,azure,northcentralus,USA,Chicago,568.2,GTX TITAN X,250
1832,azure,northcentralus,USA,Chicago,568.2,Quadro K6000,225
1833,azure,northcentralus,USA,Chicago,568.2,Quadro P6000,250
1834,azure,northcentralus,USA,Chicago,568.2,RTX 2080 Ti,250
1835,azure,northcentralus,USA,Chicago,568.2,RTX 2080,215
1836,azure,northcentralus,USA,Chicago,568.2,RTX 8000,260
1837,azure,northcentralus,USA,Chicago,568.2,T4,70
1838,azure,northcentralus,USA,Chicago,568.2,Tesla K40c,245
1839,azure,northcentralus,USA,Chicago,568.2,Tesla K80,300
1840,azure,northcentralus,USA,Chicago,568.2,Tesla M40 24GB,250
1841,azure,northcentralus,USA,Chicago,568.2,Tesla P100,250
1842,azure,northcentralus,USA,Chicago,568.2,Tesla P40,250
1843,azure,northcentralus,USA,Chicago,568.2,Tesla V100-PCIE-16GB,300
1844,azure,northcentralus,USA,Chicago,568.2,Tesla V100-SXM2-16GB,250
1845,azure,northcentralus,USA,Chicago,568.2,Tesla V100-SXM2-32GB,300
1846,azure,northcentralus,USA,Chicago,568.2,Titan RTX,280
1847,azure,northcentralus,USA,Chicago,568.2,Titan V,250
1848,azure,northcentralus,USA,Chicago,568.2,TITAN X Pascal,250
1849,azure,northcentralus,USA,Chicago,568.2,Titan Xp,250
1850,azure,northcentralus,USA,Chicago,568.2,TPUv2 Chip,221
1851,azure,northcentralus,USA,Chicago,568.2,TPUv3 Chip,283
1852,azure,northcentralus,USA,Chicago,568.2,RTX 3080,320
1853,azure,northcentralus,USA,Chicago,568.2,RTX 3080 TI,350
1854,azure,northcentralus,USA,Chicago,568.2,RTX 3090,350
1855,azure,northcentralus,USA,Chicago,568.2,RTX A6000,300
1856,azure,northcentralus,USA,Chicago,568.2,Intel Xeon E5-2699,145
1857,azure,northcentralus,USA,Chicago,568.2,Intel Xeon E5-2630v4,85
1858,azure,northcentralus,USA,Chicago,568.2,Intel Xeon E5-2650,105
1859,azure,northcentralus,USA,Chicago,568.2,Intel Xeon Gold 5220,125
1860,azure,northcentralus,USA,Chicago,568.2,Intel Xeon Gold 6148,150
