,provider,region,country,city,impact,name,tdp_watts
1125,aws,ap-southeast-2,Australia,Sydney,802.0,Titan V,250
1126,aws,ap-southeast-2,Australia,Sydney,802.0,TITAN X Pascal,250
1127,aws,ap-southeast-2,Australia,Sydney,802.0,Titan Xp,250
1128,aws,ap-southeast-2,Australia,Sydney,802.0,TPUv2 Chip,221
1129,aws,ap-southeast-2,Australia,Sydney,802.0,TPUv3 Chip,283
1130,aws,ap-southeast-2,Australia,Sydney,802.0,RTX 3080,320
1131,aws,ap-southeast-2,Australia,Sydney,802.0,RTX 3080 TI,350
1132,aws,ap-southeast-2,Australia,Sydney,802.0,RTX 3090,350
1133,aws,ap-southeast-2,Australia,Sydney,802.0,RTX A6000,300
1134,aws,ap-southeast-2,Australia,Sydney,802.0,Intel Xeon E5-2699,145
1135,aws,ap-southeast-2,Australia,Sydney,802.0,Intel Xeon E5-2630v4,85
1136,aws,ap-southeast-2,Australia,Sydney,802.0,Intel Xeon E5-2650,105
1137,aws,ap-southeast-2,Australia,Sydney,802.0,Intel Xeon Gold 5220,125
1138,aws,ap-southeast-2,Australia,Sydney,802.0,Intel Xeon Gold 6148,150
1139,aws,ap-southeast-2,Australia,Sydney,802.0,AMD EPYC 7763,280
1140,aws,ap-northeast-1,Japan,Tokyo,516.0,A100 PCIe 40/80GB,250
1141,aws,ap-northeast-1,Japan,Tokyo,516.0,A100 SXM4 80 GB,400
1142,aws,ap-northeast-1,Japan,Tokyo,516.0,AGX Xavier,30
1143,aws,ap-northeast-1,Japan,Tokyo,516.0,AMD RX480,150
1144,aws,ap-northeast-1,Japan,Tokyo,516.0,GTX 1080 Ti,250
1145,aws,ap-northeast-1,Japan,Tokyo,516.0,GTX 1080,180
1146,aws,ap-northeast-1,Japan,Tokyo,516.0,GTX 750,250
1147,aws,ap-northeast-1,Japan,Tokyo,516.0,GTX TITAN X,250
1148,aws,ap-northeast-1,Japan,Tokyo,516.0,Quadro K6000,225
1149,aws,ap-northeast-1,Japan,Tokyo,516.0,Quadro P6000,250
1150,aws,ap-northeast-1,Japan,Tokyo,516.0,RTX 2080 Ti,250
1151,aws,ap-northeast-1,Japan,Tokyo,516.0,RTX 2080,215
1152,aws,ap-northeast-1,Japan,Tokyo,516.0,RTX 8000,260
1153,aws,ap-northeast-1,Japan,Tokyo,516.0,T4,70
1154,aws,ap-northeast-1,Japan,Tokyo,516.0,Tesla K40c,245
1155,aws,ap-northeast-1,Japan,Tokyo,516.0,Tesla K80,300
1156,aws,ap-northeast-1,Japan,Tokyo,516.0,Tesla M40 24GB,250
1157,aws,ap-northeast-1,Japan,Tokyo,516.0,Tesla P100,250
1158,aws,ap-northeast-1,Japan,Tokyo,516.0,Tesla P40,250
1159,aws,ap-northeast-1,Japan,Tokyo,516.0,Tesla V100-PCIE-16GB,300
1160,aws,ap-northeast-1,Japan,Tokyo,516.0,Tesla V100-SXM2-16GB,250
1161,aws,ap-northeast-1,Japan,Tokyo,516.0,Tesla V100-SXM2-32GB,300
1162,aws,ap-northeast-1,Japan,Tokyo,516.0,Titan RTX,280
1163,aws,ap-northeast-1,Japan,Tokyo,516.0,Titan V,250
1164,aws,ap-northeast-1,Japan,Tokyo,516.0,TITAN X Pascal,250
1165,aws,ap-northeast-1,Japan,Tokyo,516.0,Titan Xp,250
1166,aws,ap-northeast-1,Japan,Tokyo,516.0,TPUv2 Chip,221
1167,aws,ap-northeast-1,Japan,Tokyo,516.0,TPUv3 Chip,283
1168,aws,ap-northeast-1,Japan,Tokyo,516.0,RTX 3080,320
1169,aws,ap-northeast-1,Japan,Tokyo,516.0,RTX 3080 TI,350
1170,aws,ap-northeast-1,Japan,Tokyo,516.0,RTX 3090,350
1171,aws,ap-northeast-1,Japan,Tokyo,516.0,RTX A6000,300
1172,aws,ap-northeast-1,Japan,Tokyo,516.0,Intel Xeon E5-2699,145
1173,aws,ap-northeast-1,Japan,Tokyo,516.0,Intel Xeon E5-2630v4,85
1174,aws,ap-northeast-1,Japan,Tokyo,516.0,Intel Xeon E5-2650,105
1175,aws,ap-northeast-1,Japan,Tokyo,516.0,Intel Xeon Gold 5220,125
1176,aws,ap-northeast-1,Japan,Tokyo,516.0,Intel Xeon Gold 6148,150
1177,aws,ap-northeast-1,Japan,Tokyo,516.0,AMD EPYC 7763,280
1178,aws,ca-central-1,Canada,Montreal,20.0,A100 PCIe 40/80GB,250
1179,aws,ca-central-1,Canada,Montreal,20.0,A100 SXM4 80 GB,400
1180,aws,ca-central-1,Canada,Montreal,20.0,AGX Xavier,30
1181,aws,ca-central-1,Canada,Montreal,20.0,AMD RX480,150
1182,aws,ca-central-1,Canada,Montreal,20.0,GTX 1080 Ti,250
1183,aws,ca-central-1,Canada,Montreal,20.0,GTX 1080,180
1184,aws,ca-central-1,Canada,Montreal,20.0,GTX 750,250
1185,aws,ca-central-1,Canada,Montreal,20.0,GTX TITAN X,250
1186,aws,ca-central-1,Canada,Montreal,20.0,Quadro K6000,225
1187,aws,ca-central-1,Canada,Montreal,20.0,Quadro P6000,250
1188,aws,ca-central-1,Canada,Montreal,20.0,RTX 2080 Ti,250
1189,aws,ca-central-1,Canada,Montreal,20.0,RTX 2080,215
1190,aws,ca-central-1,Canada,Montreal,20.0,RTX 8000,260
1191,aws,ca-central-1,Canada,Montreal,20.0,T4,70
1192,aws,ca-central-1,Canada,Montreal,20.0,Tesla K40c,245
1193,aws,ca-central-1,Canada,Montreal,20.0,Tesla K80,300
1194,aws,ca-central-1,Canada,Montreal,20.0,Tesla M40 24GB,250
1195,aws,ca-central-1,Canada,Montreal,20.0,Tesla P100,250
1196,aws,ca-central-1,Canada,Montreal,20.0,Tesla P40,250
1197,aws,ca-central-1,Canada,Montreal,20.0,Tesla V100-PCIE-16GB,300
1198,aws,ca-central-1,Canada,Montreal,20.0,Tesla V100-SXM2-16GB,250
1199,aws,ca-central-1,Canada,Montreal,20.0,Tesla V100-SXM2-32GB,300
1200,aws,ca-central-1,Canada,Montreal,20.0,Titan RTX,280
1201,aws,ca-central-1,Canada,Montreal,20.0,Titan V,250
1202,aws,ca-central-1,Canada,Montreal,20.0,TITAN X Pascal,250
1203,aws,ca-central-1,Canada,Montreal,20.0,Titan Xp,250
1204,aws,ca-central-1,Canada,Montreal,20.0,TPUv2 Chip,221
1205,aws,ca-central-1,Canada,Montreal,20.0,TPUv3 Chip,283
1206,aws,ca-central-1,Canada,Montreal,20.0,RTX 3080,320
1207,aws,ca-central-1,Canada,Montreal,20.0,RTX 3080 TI,350
1208,aws,ca-central-1,Canada,Montreal,20.0,RTX 3090,350
1209,aws,ca-central-1,Canada,Montreal,20.0,RTX A6000,300
1210,aws,ca-central-1,Canada,Montreal,20.0,Intel Xeon E5-2699,145
1211,aws,ca-central-1,Canada,Montreal,20.0,Intel Xeon E5-2630v4,85
1212,aws,ca-central-1,Canada,Montreal,20.0,Intel Xeon E5-2650,105
1213,aws,ca-central-1,Canada,Montreal,20.0,Intel Xeon Gold 5220,125
1214,aws,ca-central-1,Canada,Montreal,20.0,Intel Xeon Gold 6148,150
1215,aws,ca-central-1,Canada,Montreal,20.0,AMD EPYC 7763,280
1216,aws,cn-north-1,China,Beijing,680.0,A100 PCIe 40/80GB,250
1217,aws,cn-north-1,China,Beijing,680.0,A100 SXM4 80 GB,400
1218,aws,cn-north-1,China,Beijing,680.0,AGX Xavier,30
1219,aws,cn-north-1,China,Beijing,680.0,AMD RX480,150
1220,aws,cn-north-1,China,Beijing,680.0,GTX 1080 Ti,250
1221,aws,cn-north-1,China,Beijing,680.0,GTX 1080,180
1222,aws,cn-north-1,China,Beijing,680.0,GTX 750,250
1223,aws,cn-north-1,China,Beijing,680.0,GTX TITAN X,250
1224,aws,cn-north-1,China,Beijing,680.0,Quadro K6000,225
1225,aws,cn-north-1,China,Beijing,680.0,Quadro P6000,250
1226,aws,cn-north-1,China,Beijing,680.0,RTX 2080 Ti,250
1227,aws,cn-north-1,China,Beijing,680.0,RTX 2080,215
1228,aws,cn-north-1,China,Beijing,680.0,RTX 8000,260
1229,aws,cn-north-1,China,Beijing,680.0,T4,70
1230,aws,cn-north-1,China,Beijing,680.0,Tesla K40c,245
1231,aws,cn-north-1,China,Beijing,680.0,Tesla K80,300
1232,aws,cn-north-1,China,Beijing,680.0,Tesla M40 24GB,250
1233,aws,cn-north-1,China,Beijing,680.0,Tesla P100,250
1234,aws,cn-north-1,China,Beijing,680.0,Tesla P40,250
1235,aws,cn-north-1,China,Beijing,680.0,Tesla V100-PCIE-16GB,300
1236,aws,cn-north-1,China,Beijing,680.0,Tesla V100-SXM2-16GB,250
1237,aws,cn-north-1,China,Beijing,680.0,Tesla V100-SXM2-32GB,300
1238,aws,cn-north-1,China,Beijing,680.0,Titan RTX,280
1239,aws,cn-north-1,China,Beijing,680.0,Titan V,250
1240,aws,cn-north-1,China,Beijing,680.0,TITAN X Pascal,250
1241,aws,cn-north-1,China,Beijing,680.0,Titan Xp,250
1242,aws,cn-north-1,China,Beijing,680.0,TPUv2 Chip,221
1243,aws,cn-north-1,China,Beijing,680.0,TPUv3 Chip,283
1244,aws,cn-north-1,China,Beijing,680.0,RTX 3080,320
1245,aws,cn-north-1,China,Beijing,680.0,RTX 3080 TI,350
1246,aws,cn-north-1,China,Beijing,680.0,RTX 3090,350
1247,aws,cn-north-1,China,Beijing,680.0,RTX A6000,300
1248,aws,cn-north-1,China,Beijing,680.0,Intel Xeon E5-2699,145
1249,aws,cn-north-1,China,Beijing,680.0,Intel Xeon E5-2630v4,85
1250,aws,cn-north-1,China,Beijing,680.0,Intel Xeon E5-2650,105
1251,aws,cn-north-1,China,Beijing,680.0,Intel Xeon Gold 5220,125
1252,aws,cn-north-1,China,Beijing,680.0,Intel Xeon Gold 6148,150
1253,aws,cn-north-1,China,Beijing,680.0,AMD EPYC 7763,280
1254,aws,cn-northwest-1,China,Zhongwei,680.0,A100 PCIe 40/80GB,250
1255,aws,cn-northwest-1,China,Zhongwei,680.0,A100 SXM4 80 GB,400
1256,aws,cn-northwest-1,China,Zhongwei,680.0,AGX Xavier,30
1257,aws,cn-northwest-1,China,Zhongwei,680.0,AMD RX480,150
1258,aws,cn-northwest-1,China,Zhongwei,680.0,GTX 1080 Ti,250
1259,aws,cn-northwest-1,China,Zhongwei,680.0,GTX 1080,180
1260,aws,cn-northwest-1,China,Zhongwei,680.0,GTX 750,250
1261,aws,cn-northwest-1,China,Zhongwei,680.0,GTX TITAN X,250
1262,aws,cn-northwest-1,China,Zhongwei,680.0,Quadro K6000,225
1263,aws,cn-northwest-1,China,Zhongwei,680.0,Quadro P6000,250
1264,aws,cn-northwest-1,China,Zhongwei,680.0,RTX 2080 Ti,250
1265,aws,cn-northwest-1,China,Zhongwei,680.0,RTX 2080,215
1266,aws,cn-northwest-1,China,Zhongwei,680.0,RTX 8000,260
1267,aws,cn-northwest-1,China,Zhongwei,680.0,T4,70
1268,aws,cn-northwest-1,China,Zhongwei,680.0,Tesla K40c,245
1269,aws,cn-northwest-1,China,Zhongwei,680.0,Tesla K80,300
1270,aws,cn-northwest-1,China,Zhongwei,680.0,Tesla M40 24GB,250
1271,aws,cn-northwest-1,China,Zhongwei,680.0,Tesla P100,250
1272,aws,cn-northwest-1,China,Zhongwei,680.0,Tesla P40,250
1273,aws,cn-northwest-1,China,Zhongwei,680.0,Tesla V100-PCIE-16GB,300
1274,aws,cn-northwest-1,China,Zhongwei,680.0,Tesla V100-SXM2-16GB,250
1275,aws,cn-northwest-1,China,Zhongwei,680.0,Tesla V100-SXM2-32GB,300
1276,aws,cn-northwest-1,China,Zhongwei,680.0,Titan RTX,280
1277,aws,cn-northwest-1,China,Zhongwei,680.0,Titan V,250
1278,aws,cn-northwest-1,China,Zhongwei,680.0,TITAN X Pascal,250
1279,aws,cn-northwest-1,China,Zhongwei,680.0,Titan Xp,250
1280,aws,cn-northwest-1,China,Zhongwei,680.0,TPUv2 Chip,221
1281,aws,cn-northwest-1,China,Zhongwei,680.0,TPUv3 Chip,283
1282,aws,cn-northwest-1,China,Zhongwei,680.0,RTX 3080,320
1283,aws,cn-northwest-1,China,Zhongwei,680.0,RTX 3080 TI,350
1284,aws,cn-northwest-1,China,Zhongwei,680.0,RTX 3090,350
1285,aws,cn-northwest-1,China,Zhongwei,680.0,RTX A6000,300
1286,aws,cn-northwest-1,China,Zhongwei,680.0,Intel Xeon E5-2699,145
1287,aws,cn-northwest-1,China,Zhongwei,680.0,Intel Xeon E5-2630v4,85
1288,aws,cn-northwest-1,China,Zhongwei,680.0,Intel Xeon E5-2650,105
1289,aws,cn-northwest-1,China,Zhongwei,680.0,Intel Xeon Gold 5220,125
1290,aws,cn-northwest-1,China,Zhongwei,680.0,Intel Xeon Gold 6148,150
1291,aws,cn-northwest-1,China,Zhongwei,680.0,AMD EPYC 7763,280
1292,aws,eu-central-1,Germany,Frankfurt am Main,615.0,A100 PCIe 40/80GB,250
1293,aws,eu-central-1,Germany,Frankfurt am Main,615.0,A100 SXM4 80 GB,400
1294,aws,eu-central-1,Germany,Frankfurt am Main,615.0,AGX Xavier,30
1295,aws,eu-central-1,Germany,Frankfurt am Main,615.0,AMD RX480,150
1296,aws,eu-central-1,Germany,Frankfurt am Main,615.0,GTX 1080 Ti,250
1297,aws,eu-central-1,Germany,Frankfurt am Main,615.0,GTX 1080,180
1298,aws,eu-central-1,Germany,Frankfurt am Main,615.0,GTX 750,250
1299,aws,eu-central-1,Germany,Frankfurt am Main,615.0,GTX TITAN X,250
1300,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Quadro K6000,225
1301,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Quadro P6000,250
1302,aws,eu-central-1,Germany,Frankfurt am Main,615.0,RTX 2080 Ti,250
1303,aws,eu-central-1,Germany,Frankfurt am Main,615.0,RTX 2080,215
1304,aws,eu-central-1,Germany,Frankfurt am Main,615.0,RTX 8000,260
1305,aws,eu-central-1,Germany,Frankfurt am Main,615.0,T4,70
1306,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Tesla K40c,245
1307,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Tesla K80,300
1308,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Tesla M40 24GB,250
1309,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Tesla P100,250
1310,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Tesla P40,250
1311,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Tesla V100-PCIE-16GB,300
1312,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Tesla V100-SXM2-16GB,250
1313,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Tesla V100-SXM2-32GB,300
1314,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Titan RTX,280
1315,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Titan V,250
1316,aws,eu-central-1,Germany,Frankfurt am Main,615.0,TITAN X Pascal,250
1317,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Titan Xp,250
1318,aws,eu-central-1,Germany,Frankfurt am Main,615.0,TPUv2 Chip,221
1319,aws,eu-central-1,Germany,Frankfurt am Main,615.0,TPUv3 Chip,283
1320,aws,eu-central-1,Germany,Frankfurt am Main,615.0,RTX 3080,320
1321,aws,eu-central-1,Germany,Frankfurt am Main,615.0,RTX 3080 TI,350
1322,aws,eu-central-1,Germany,Frankfurt am Main,615.0,RTX 3090,350
1323,aws,eu-central-1,Germany,Frankfurt am Main,615.0,RTX A6000,300
1324,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Intel Xeon E5-2699,145
1325,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Intel Xeon E5-2630v4,85
1326,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Intel Xeon E5-2650,105
1327,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Intel Xeon Gold 5220,125
1328,aws,eu-central-1,Germany,Frankfurt am Main,615.0,Intel Xeon Gold 6148,150
1329,aws,eu-central-1,Germany,Frankfurt am Main,615.0,AMD EPYC 7763,280
1330,aws,eu-west-1,Ireland,Dublin,617.0,A100 PCIe 40/80GB,250
1331,aws,eu-west-1,Ireland,Dublin,617.0,A100 SXM4 80 GB,400
1332,aws,eu-west-1,Ireland,Dublin,617.0,AGX Xavier,30
1333,aws,eu-west-1,Ireland,Dublin,617.0,AMD RX480,150
1334,aws,eu-west-1,Ireland,Dublin,617.0,GTX 1080 Ti,250
1335,aws,eu-west-1,Ireland,Dublin,617.0,GTX 1080,180
1336,aws,eu-west-1,Ireland,Dublin,617.0,GTX 750,250
1337,aws,eu-west-1,Ireland,Dublin,617.0,GTX TITAN X,250
1338,aws,eu-west-1,Ireland,Dublin,617.0,Quadro K6000,225
1339,aws,eu-west-1,Ireland,Dublin,617.0,Quadro P6000,250
1340,aws,eu-west-1,Ireland,Dublin,617.0,RTX 2080 Ti,250
1341,aws,eu-west-1,Ireland,Dublin,617.0,RTX 2080,215
1342,aws,eu-west-1,Ireland,Dublin,617.0,RTX 8000,260
1343,aws,eu-west-1,Ireland,Dublin,617.0,T4,70
1344,aws,eu-west-1,Ireland,Dublin,617.0,Tesla K40c,245
1345,aws,eu-west-1,Ireland,Dublin,617.0,Tesla K80,300
1346,aws,eu-west-1,Ireland,Dublin,617.0,Tesla M40 24GB,250
1347,aws,eu-west-1,Ireland,Dublin,617.0,Tesla P100,250
1348,aws,eu-west-1,Ireland,Dublin,617.0,Tesla P40,250
1349,aws,eu-west-1,Ireland,Dublin,617.0,Tesla V100-PCIE-16GB,300
1350,aws,eu-west-1,Ireland,Dublin,617.0,Tesla V100-SXM2-16GB,250
1351,aws,eu-west-1,Ireland,Dublin,617.0,Tesla V100-SXM2-32GB,300
1352,aws,eu-west-1,Ireland,Dublin,617.0,Titan RTX,280
1353,aws,eu-west-1,Ireland,Dublin,617.0,Titan V,250
1354,aws,eu-west-1,Ireland,Dublin,617.0,TITAN X Pascal,250
1355,aws,eu-west-1,Ireland,Dublin,617.0,Titan Xp,250
1356,aws,eu-west-1,Ireland,Dublin,617.0,TPUv2 Chip,221
1357,aws,eu-west-1,Ireland,Dublin,617.0,TPUv3 Chip,283
1358,aws,eu-west-1,Ireland,Dublin,617.0,RTX 3080,320
1359,aws,eu-west-1,Ireland,Dublin,617.0,RTX 3080 TI,350
1360,aws,eu-west-1,Ireland,Dublin,617.0,RTX 3090,350
1361,aws,eu-west-1,Ireland,Dublin,617.0,RTX A6000,300
1362,aws,eu-west-1,Ireland,Dublin,617.0,Intel Xeon E5-2699,145
1363,aws,eu-west-1,Ireland,Dublin,617.0,Intel Xeon E5-2630v4,85
1364,aws,eu-west-1,Ireland,Dublin,617.0,Intel Xeon E5-2650,105
1365,aws,eu-west-1,Ireland,Dublin,617.0,Intel Xeon Gold 5220,125
1366,aws,eu-west-1,Ireland,Dublin,617.0,Intel Xeon Gold 6148,150
1367,aws,eu-west-1,Ireland,Dublin,617.0,AMD EPYC 7763,280
1368,aws,eu-west-2,United Kingdom,London,623.0,A100 PCIe 40/80GB,250
1369,aws,eu-west-2,United Kingdom,London,623.0,A100 SXM4 80 GB,400
1370,aws,eu-west-2,United Kingdom,London,623.0,AGX Xavier,30
1371,aws,eu-west-2,United Kingdom,London,623.0,AMD RX480,150
1372,aws,eu-west-2,United Kingdom,London,623.0,GTX 1080 Ti,250
1373,aws,eu-west-2,United Kingdom,London,623.0,GTX 1080,180
1374,aws,eu-west-2,United Kingdom,London,623.0,GTX 750,250
1375,aws,eu-west-2,United Kingdom,London,623.0,GTX TITAN X,250
1376,aws,eu-west-2,United Kingdom,London,623.0,Quadro K6000,225
1377,aws,eu-west-2,United Kingdom,London,623.0,Quadro P6000,250
1378,aws,eu-west-2,United Kingdom,London,623.0,RTX 2080 Ti,250
1379,aws,eu-west-2,United Kingdom,London,623.0,RTX 2080,215
1380,aws,eu-west-2,United Kingdom,London,623.0,RTX 8000,260
1381,aws,eu-west-2,United Kingdom,London,623.0,T4,70
1382,aws,eu-west-2,United Kingdom,London,623.0,Tesla K40c,245
1383,aws,eu-west-2,United Kingdom,London,623.0,Tesla K80,300
1384,aws,eu-west-2,United Kingdom,London,623.0,Tesla M40 24GB,250
1385,aws,eu-west-2,United Kingdom,London,623.0,Tesla P100,250
1386,aws,eu-west-2,United Kingdom,London,623.0,Tesla P40,250
1387,aws,eu-west-2,United Kingdom,London,623.0,Tesla V100-PCIE-16GB,300
1388,aws,eu-west-2,United Kingdom,London,623.0,Tesla V100-SXM2-16GB,250
1389,aws,eu-west-2,United Kingdom,London,623.0,Tesla V100-SXM2-32GB,300
1390,aws,eu-west-2,United Kingdom,London,623.0,Titan RTX,280
1391,aws,eu-west-2,United Kingdom,London,623.0,Titan V,250
1392,aws,eu-west-2,United Kingdom,London,623.0,TITAN X Pascal,250
1393,aws,eu-west-2,United Kingdom,London,623.0,Titan Xp,250
1394,aws,eu-west-2,United Kingdom,London,623.0,TPUv2 Chip,221
1395,aws,eu-west-2,United Kingdom,London,623.0,TPUv3 Chip,283
1396,aws,eu-west-2,United Kingdom,London,623.0,RTX 3080,320
1397,aws,eu-west-2,United Kingdom,London,623.0,RTX 3080 TI,350
1398,aws,eu-west-2,United Kingdom,London,623.0,RTX 3090,350
1399,aws,eu-west-2,United Kingdom,London,623.0,RTX A6000,300
1400,aws,eu-west-2,United Kingdom,London,623.0,Intel Xeon E5-2699,145
1401,aws,eu-west-2,United Kingdom,London,623.0,Intel Xeon E5-2630v4,85
1402,aws,eu-west-2,United Kingdom,London,623.0,Intel Xeon E5-2650,105
1403,aws,eu-west-2,United Kingdom,London,623.0,Intel Xeon Gold 5220,125
1404,aws,eu-west-2,United Kingdom,London,623.0,Intel Xeon Gold 6148,150
1405,aws,eu-west-2,United Kingdom,London,623.0,AMD EPYC 7763,280
1406,aws,eu-west-3,France,Paris,105.0,A100 PCIe 40/80GB,250
1407,aws,eu-west-3,France,Paris,105.0,A100 SXM4 80 GB,400
1408,aws,eu-west-3,France,Paris,105.0,AGX Xavier,30
1409,aws,eu-west-3,France,Paris,105.0,AMD RX480,150
1410,aws,eu-west-3,France,Paris,105.0,GTX 1080 Ti,250
1411,aws,eu-west-3,France,Paris,105.0,GTX 1080,180
1412,aws,eu-west-3,France,Paris,105.0,GTX 750,250
1413,aws,eu-west-3,France,Paris,105.0,GTX TITAN X,250
1414,aws,eu-west-3,France,Paris,105.0,Quadro K6000,225
1415,aws,eu-west-3,France,Paris,105.0,Quadro P6000,250
1416,aws,eu-west-3,France,Paris,105.0,RTX 2080 Ti,250
1417,aws,eu-west-3,France,Paris,105.0,RTX 2080,215
1418,aws,eu-west-3,France,Paris,105.0,RTX 8000,260
1419,aws,eu-west-3,France,Paris,105.0,T4,70
1420,aws,eu-west-3,France,Paris,105.0,Tesla K40c,245
1421,aws,eu-west-3,France,Paris,105.0,Tesla K80,300
1422,aws,eu-west-3,France,Paris,105.0,Tesla M40 24GB,250
1423,aws,eu-west-3,France,Paris,105.0,Tesla P100,250
1424,aws,eu-west-3,France,Paris,105.0,Tesla P40,250
1425,aws,eu-west-3,France,Paris,105.0,Tesla V100-PCIE-16GB,300
1426,aws,eu-west-3,France,Paris,105.0,Tesla V100-SXM2-16GB,250
1427,aws,eu-west-3,France,Paris,105.0,Tesla V100-SXM2-32GB,300
1428,aws,eu-west-3,France,Paris,105.0,Titan RTX,280
1429,aws,eu-west-3,France,Paris,105.0,Titan V,250
1430,aws,eu-west-3,France,Paris,105.0,TITAN X Pascal,250
1431,aws,eu-west-3,France,Paris,105.0,Titan Xp,250
1432,aws,eu-west-3,France,Paris,105.0,TPUv2 Chip,221
1433,aws,eu-west-3,France,Paris,105.0,TPUv3 Chip,283
1434,aws,eu-west-3,France,Paris,105.0,RTX 3080,320
1435,aws,eu-west-3,France,Paris,105.0,RTX 3080 TI,350
1436,aws,eu-west-3,France,Paris,105.0,RTX 3090,350
1437,aws,eu-west-3,France,Paris,105.0,RTX A6000,300
1438,aws,eu-west-3,France,Paris,105.0,Intel Xeon E5-2699,145
1439,aws,eu-west-3,France,Paris,105.0,Intel Xeon E5-2630v4,85
1440,aws,eu-west-3,France,Paris,105.0,Intel Xeon E5-2650,105
1441,aws,eu-west-3,France,Paris,105.0,Intel Xeon Gold 5220,125
1442,aws,eu-west-3,France,Paris,105.0,Intel Xeon Gold 6148,150
1443,aws,eu-west-3,France,Paris,105.0,AMD EPYC 7763,280
1444,aws,eu-north-1,Sweden,Stockholm,47.0,A100 PCIe 40/80GB,250
1445,aws,eu-north-1,Sweden,Stockholm,47.0,A100 SXM4 80 GB,400
1446,aws,eu-north-1,Sweden,Stockholm,47.0,AGX Xavier,30
1447,aws,eu-north-1,Sweden,Stockholm,47.0,AMD RX480,150
1448,aws,eu-north-1,Sweden,Stockholm,47.0,GTX 1080 Ti,250
1449,aws,eu-north-1,Sweden,Stockholm,47.0,GTX 1080,180
1450,aws,eu-north-1,Sweden,Stockholm,47.0,GTX 750,250
1451,aws,eu-north-1,Sweden,Stockholm,47.0,GTX TITAN X,250
1452,aws,eu-north-1,Sweden,Stockholm,47.0,Quadro K6000,225
1453,aws,eu-north-1,Sweden,Stockholm,47.0,Quadro P6000,250
1454,aws,eu-north-1,Sweden,Stockholm,47.0,RTX 2080 Ti,250
1455,aws,eu-north-1,Sweden,Stockholm,47.0,RTX 2080,215
1456,aws,eu-north-1,Sweden,Stockholm,47.0,RTX 8000,260
1457,aws,eu-north-1,Sweden,Stockholm,47.0,T4,70
1458,aws,eu-north-1,Sweden,Stockholm,47.0,Tesla K40c,245
1459,aws,eu-north-1,Sweden,Stockholm,47.0,Tesla K80,300
1460,aws,eu-north-1,Sweden,Stockholm,47.0,Tesla M40 24GB,250
1461,aws,eu-north-1,Sweden,Stockholm,47.0,Tesla P100,250
1462,aws,eu-north-1,Sweden,Stockholm,47.0,Tesla P40,250
1463,aws,eu-north-1,Sweden,Stockholm,47.0,Tesla V100-PCIE-16GB,300
1464,aws,eu-north-1,Sweden,Stockholm,47.0,Tesla V100-SXM2-16GB,250
1465,aws,eu-north-1,Sweden,Stockholm,47.0,Tesla V100-SXM2-32GB,300
1466,aws,eu-north-1,Sweden,Stockholm,47.0,Titan RTX,280
1467,aws,eu-north-1,Sweden,Stockholm,47.0,Titan V,250
1468,aws,eu-north-1,Sweden,Stockholm,47.0,TITAN X Pascal,250
1469,aws,eu-north-1,Sweden,Stockholm,47.0,Titan Xp,250
1470,aws,eu-north-1,Sweden,Stockholm,47.0,TPUv2 Chip,221
1471,aws,eu-north-1,Sweden,Stockholm,47.0,TPUv3 Chip,283
1472,aws,eu-north-1,Sweden,Stockholm,47.0,RTX 3080,320
1473,aws,eu-north-1,Sweden,Stockholm,47.0,RTX 3080 TI,350
1474,aws,eu-north-1,Sweden,Stockholm,47.0,RTX 3090,350
1475,aws,eu-north-1,Sweden,Stockholm,47.0,RTX A6000,300
1476,aws,eu-north-1,Sweden,Stockholm,47.0,Intel Xeon E5-2699,145
1477,aws,eu-north-1,Sweden,Stockholm,47.0,Intel Xeon E5-2630v4,85
1478,aws,eu-north-1,Sweden,Stockholm,47.0,Intel Xeon E5-2650,105
1479,aws,eu-north-1,Sweden,Stockholm,47.0,Intel Xeon Gold 5220,125
1480,aws,eu-north-1,Sweden,Stockholm,47.0,Intel Xeon Gold 6148,150
1481,aws,eu-north-1,Sweden,Stockholm,47.0,AMD EPYC 7763,280
1482,aws,sa-east-1,Brazil,Sao Paulo,205.0,A100 PCIe 40/80GB,250
1483,aws,sa-east-1,Brazil,Sao Paulo,205.0,A100 SXM4 80 GB,400
1484,aws,sa-east-1,Brazil,Sao Paulo,205.0,AGX Xavier,30
1485,aws,sa-east-1,Brazil,Sao Paulo,205.0,AMD RX480,150
