,year,zone_name,lat,lon,carbon_intensity_avg
564,2018,"Gridforce Energy Management, Llc",0,0,488.0532191
565,2019,"Gridforce Energy Management, Llc",0,0,489.1475427
566,2020,"Gridforce Energy Management, Llc",0,0,647.68
567,2021,"Gridforce Energy Management, Llc",0,0,467.08
568,2018,"Naturener Power Watch, Llc (Gwa)",0,0,15.09821861
569,2019,"Naturener Power Watch, Llc (Gwa)",0,0,16.31864148
570,2020,"Naturener Power Watch, Llc (Gwa)",0,0,21.43
571,2021,"Naturener Power Watch, Llc (Gwa)",0,0,16.27
572,2018,Nevada Power Company,0,0,503.5765984
573,2019,Nevada Power Company,0,0,480.7795024
574,2020,Nevada Power Company,0,0,471.03
575,2021,Nevada Power Company,0,0,452.91
576,2018,Pacificorp West,0,0,387.2966789
577,2019,Pacificorp West,0,0,359.5849813
578,2020,Pacificorp West,0,0,335.06
579,2021,Pacificorp West,0,0,313.82
580,2018,Portland General Electric Company,0,0,213.2374958
581,2019,Portland General Electric Company,0,0,191.2562497
582,2020,Portland General Electric Company,0,0,167.41
583,2021,Portland General Electric Company,0,0,179.09
584,2018,"City Of Tacoma, Department Of Public Utilities, Light Division",0,0,106.8160559
585,2019,"City Of Tacoma, Department Of Public Utilities, Light Division",0,0,98.05323235
586,2020,"City Of Tacoma, Department Of Public Utilities, Light Division",0,0,66.36
587,2021,"City Of Tacoma, Department Of Public Utilities, Light Division",0,0,63.02
588,2018,Western Area Power Administration - Rocky Mountain Region,0,0,580.4505906
589,2019,Western Area Power Administration - Rocky Mountain Region,0,0,561.1634832
590,2020,Western Area Power Administration - Rocky Mountain Region,0,0,581.31
591,2021,Western Area Power Administration - Rocky Mountain Region,0,0,566.02
592,2018,Western Area Power Administration UGP West,0,0,263.4708263
593,2019,Western Area Power Administration UGP West,0,0,311.5314136
594,2020,Western Area Power Administration UGP West,0,0,258.92
595,2021,Western Area Power Administration UGP West,0,0,285.47
596,2018,"Naturener Wind Watch, Llc",0,0,12.36953415
597,2019,"Naturener Wind Watch, Llc",0,0,12.46515552
598,2020,"Naturener Wind Watch, Llc",0,0,9.93
599,2021,"Naturener Wind Watch, Llc",0,0,10.17
600,2018,Powersouth Energy Cooperative,0,0,581.9945401
601,2019,Powersouth Energy Cooperative,0,0,538.0519248
602,2020,Powersouth Energy Cooperative,0,0,477.83
603,2021,Powersouth Energy Cooperative,0,0,481.08
604,2018,Southeastern Power Administration,0,0,145.4981267
605,2019,Southeastern Power Administration,0,0,125.2573422
606,2020,Southeastern Power Administration,0,0,52.25
607,2021,Southeastern Power Administration,0,0,22.26
608,2018,"Southern Company Services, Inc. - Trans",0,0,460.8205025
609,2019,"Southern Company Services, Inc. - Trans",0,0,437.5875149
610,2020,"Southern Company Services, Inc. - Trans",0,0,421.11
611,2021,"Southern Company Services, Inc. - Trans",0,0,434.03
612,2018,SVERI,0,0,461.1581343
613,2018,Arizona Public Service Company,0,0,310.989442
614,2019,Arizona Public Service Company,0,0,272.3909244
615,2020,Arizona Public Service Company,0,0,434.04
616,2021,Arizona Public Service Company,0,0,400.51
617,2018,"Arlington Valley, LLC",0,0,490
618,2019,"Arlington Valley, LLC",0,0,490
619,2018,"Griffith Energy, LLC",0,0,490.0000228
620,2019,"Griffith Energy, LLC",0,0,489.9966229
621,2020,"Griffith Energy, LLC",0,0,282.96
622,2021,"Griffith Energy, LLC",0,0,35.99
623,2018,"New Harquahala Generating Company, LLC",0,0,490
624,2020,"New Harquahala Generating Company, LLC",0,0,
625,2021,"New Harquahala Generating Company, LLC",0,0,4.99
626,2018,Public Service Company Of New Mexico,0,0,529.692719
627,2019,Public Service Company Of New Mexico,0,0,492.4204392
628,2020,Public Service Company Of New Mexico,0,0,527.53
629,2021,Public Service Company Of New Mexico,0,0,500.68
630,2018,Tucson Electric Power Company,0,0,548.5543575
631,2019,Tucson Electric Power Company,0,0,520.5418215
632,2020,Tucson Electric Power Company,0,0,561.58
633,2021,Tucson Electric Power Company,0,0,487.68
634,2018,Western Area Power Administration - Desert Southwest Region,0,0,489.9865082
635,2019,Western Area Power Administration - Desert Southwest Region,0,0,326.9929892
636,2020,Western Area Power Administration - Desert Southwest Region,0,0,389.48
637,2021,Western Area Power Administration - Desert Southwest Region,0,0,337.65
638,2018,"Electric Reliability Council Of Texas, Inc.",0,0,442.7343033
639,2019,"Electric Reliability Council Of Texas, Inc.",0,0,391.5687277
640,2020,"Electric Reliability Council Of Texas, Inc.",0,0,381.05
641,2021,"Electric Reliability Council Of Texas, Inc.",0,0,376.61
